iter	Logloss
138	0.391632078
139	0.3907968781
140	0.3903385416
141	0.3899182408
142	0.3893405952
143	0.388887215
144	0.3883807849
145	0.3877840866
146	0.3871706874
147	0.3860636251
148	0.3855439619
149	0.3845256814
150	0.3833688509
151	0.3830223622
152	0.3823737856
153	0.3820171456
154	0.3815429329
155	0.3803651474
156	0.37998761
157	0.3793761164
158	0.3786378758
159	0.3782505302
160	0.3773964835
161	0.376901951
162	0.3763671701
163	0.3760104269
164	0.3754449444
165	0.3750307739
166	0.374481389
167	0.3740580767
168	0.3735459994
169	0.3726468009
170	0.3721116582
171	0.3715828548
172	0.3710115626
173	0.3705651651
174	0.3699898158
175	0.3694579393
176	0.3690107044
177	0.3684352728
178	0.3678115115
179	0.3673385345
180	0.3668484247
181	0.3660177963
182	0.3651513503
183	0.364639125
184	0.3644326707
185	0.3638671156
186	0.363573514
187	0.3628339313
188	0.3623196143
189	0.361841895
190	0.3613503154
191	0.3608946726
192	0.3603356248
193	0.3598707961
194	0.359215766
195	0.3586995162
196	0.3580356839
197	0.3575790511
198	0.3569197196
199	0.3565013078
200	0.3559075711
201	0.3554851692
202	0.3548764717
203	0.3540964165
204	0.3538402056
205	0.3532165919
206	0.3528074638
207	0.3522991521
208	0.3517889382
209	0.351278668
210	0.3505827705
211	0.3500185291
212	0.3495385148
213	0.3489431642
214	0.3482841105
215	0.3475949349
216	0.3473937732
217	0.3469195824
218	0.3463390718
219	0.3460315809
220	0.3457022235
221	0.3451691056
222	0.3444588321
223	0.3436630132
224	0.3432990908
225	0.3427381786
226	0.3420685906
227	0.3415654573
228	0.3409736933
229	0.3407731836
230	0.3404196541
231	0.3401748855
232	0.3398890988
233	0.3395311227
234	0.339342086
235	0.3391760985
236	0.3389382512
237	0.3385176146
238	0.3378145477
239	0.3375835966
240	0.3371801382
241	0.3369415371
242	0.3365244499
243	0.3361233082
244	0.3358546726
245	0.3352782587
246	0.3348065876
247	0.3345214597
248	0.3341555987
249	0.3337556872
250	0.3334350297
251	0.3328466966
252	0.3321542895
253	0.3318807193
254	0.3312785453
255	0.3311619287
256	0.3310214938
257	0.3307240495
258	0.330326031
259	0.3300959321
260	0.3295890235
261	0.3294019028
262	0.329125986
263	0.3286525264
264	0.3282421491
265	0.3278184716
266	0.3274761359
267	0.3270417121
268	0.3262514719
269	0.3258099614
270	0.324857668
271	0.3243755143
272	0.3242020499
273	0.32398098
274	0.3237635001
275	0.323453874
276	0.3230140654
277	0.322793015
278	0.3224179441
279	0.3219765598
280	0.3217303709
281	0.3214880155
282	0.3211126423
283	0.3209185991
284	0.3204584861
285	0.3202031104
286	0.3195170708
287	0.3194686738
288	0.3192520286
289	0.3188582264
290	0.3184655079
291	0.3179901617
292	0.3174978591
293	0.3173471998
294	0.3170009895
295	0.3165934709
296	0.3160594587
297	0.3158672924
298	0.3154850149
299	0.3151933234
300	0.3147961423
301	0.3144679786
302	0.3136872183
303	0.3131035507
304	0.3128045127
305	0.3123046579
306	0.3120199181
307	0.3114476857
308	0.3109190943
309	0.3105834089
310	0.310237417
311	0.3096294626
312	0.3093419575
313	0.3091842512
314	0.3087581094
315	0.3082416431
316	0.3076347979
317	0.3071120954
318	0.3066998221
319	0.3064690983
320	0.3062413965
321	0.3054180804
322	0.3050635559
323	0.3047186055
324	0.3041809329
325	0.3039915348
326	0.303288496
327	0.3025645242
328	0.3020652799
329	0.3016783872
330	0.3014879915
331	0.3012476717
332	0.3008042694
333	0.3005638877
334	0.3000695065
335	0.2995870887
336	0.2991902142
337	0.298780639
338	0.2983450374
339	0.2978752413
340	0.2975673073
341	0.2974151559
342	0.2971471698
343	0.2967371667
344	0.2963628382
345	0.2961333033
346	0.2958327141
347	0.2956785956
348	0.2953530473
349	0.2950843863
350	0.2947549505
351	0.2942382374
352	0.2935940702
353	0.2932575265
354	0.2928278956
355	0.2926146656
356	0.2924923032
357	0.292173134
358	0.2919334421
359	0.2914017827
360	0.2909861811
361	0.2908319849
362	0.2907044953
363	0.2904436259
364	0.2901116257
365	0.2899479592
366	0.2896182906
367	0.2894542094
368	0.2890051249
369	0.288826355
370	0.2884269802
371	0.2881392324
372	0.2880435545
373	0.287763204
374	0.2873632044
375	0.2871705114
376	0.2869218927
377	0.2867395319
378	0.2864087296
379	0.2862083715
380	0.2859072782
381	0.2854755092
382	0.2851893685
383	0.2850019549
384	0.2847473419
385	0.2845040574
386	0.2840260268
387	0.2836705387
388	0.283257039
389	0.2829071516
390	0.2827602877
391	0.28240954
392	0.2823416537
393	0.2817676207
394	0.2814247083
395	0.2809926659
396	0.2807616355
397	0.2806782705
398	0.2801742551
399	0.2799881996
400	0.2798299965
401	0.2795170672
402	0.2791299836
403	0.2789160197
404	0.2787847295
405	0.2783366954
406	0.2780056065
407	0.2777663868
408	0.2775084548
409	0.2770001389
410	0.2765686777
411	0.2761563177
412	0.2760058317
413	0.2756697788
414	0.275205291
415	0.2748053772
416	0.2742763598
417	0.2740747016
418	0.273717006
419	0.2733512011
420	0.2732855022
421	0.2729588069
422	0.2728304855
423	0.2725302723
424	0.2720472186
425	0.2716664378
426	0.2714857335
427	0.2714141529
428	0.2713724569
429	0.2712050058
430	0.2708278903
431	0.2707117738
432	0.2705474738
433	0.269987724
434	0.2699707687
435	0.2694708384
436	0.2690957254
437	0.2689377741
438	0.2686783929
439	0.268575454
440	0.2682360078
441	0.2679249275
442	0.2675997056
443	0.2670566857
444	0.2666669483
445	0.2660341232
446	0.2656819265
447	0.2654164218
448	0.2650325142
449	0.2647831456
450	0.2645155164
451	0.264363104
452	0.2639275649
453	0.2637310298
454	0.2636090201
455	0.2632989195
456	0.2628085007
457	0.2625118339
458	0.2621100284
459	0.2617559729
460	0.261519219
461	0.2608791382
462	0.2607039478
463	0.2602132775
464	0.2599573497
465	0.2596926521
466	0.2594618064
467	0.2590148444
468	0.2585952358
469	0.2584770301
470	0.2581964204
471	0.258149493
472	0.257490504
473	0.2573536139
474	0.2573016217
475	0.2569753392
476	0.2566541614
477	0.2563210638
478	0.2562240239
479	0.2561022726
480	0.2558987952
481	0.2556815983
482	0.2554411825
483	0.2552451843
484	0.255156945
485	0.2550887707
486	0.2545495301
487	0.2541882839
488	0.2538717291
489	0.2536498016
490	0.2533398647
491	0.252662814
492	0.2524757303
493	0.2522092693
494	0.2521390124
495	0.2520163742
496	0.2513008079
497	0.251121229
498	0.2510022201
499	0.2505814745
500	0.2501108644
501	0.2499415658
502	0.2495348484
503	0.2493378662
504	0.2489487843
505	0.2486426857
506	0.2483714816
507	0.2482693795
508	0.2481394564
509	0.2476269779
510	0.2470604882
511	0.2465503815
512	0.2460165313
513	0.2457439785
514	0.2456547069
515	0.2453567712
516	0.2450661106
517	0.2448997444
518	0.2448578854
519	0.2447877553
520	0.2446489137
521	0.2441640314
522	0.2437083999
523	0.2434758978
524	0.2433526438
525	0.2430678816
526	0.2427648413
527	0.2422975224
528	0.2419471093
529	0.241364934
530	0.2411808554
531	0.2410858426
532	0.2409053023
533	0.240708881
534	0.2404336217
535	0.2400784828
536	0.2397491332
537	0.2396354334
538	0.2395334718
539	0.2392034642
540	0.2391323865
541	0.2387817834
542	0.2386946572
543	0.2384427834
544	0.2380162732
545	0.237710195
546	0.237302807
547	0.2370565827
548	0.2365359661
549	0.2360467207
550	0.235686539
551	0.2355502896
552	0.2355162352
553	0.2350827313
554	0.235067701
555	0.2349799859
556	0.234679816
557	0.2343934588
558	0.2342628244
559	0.2336871737
560	0.2333437102
561	0.2331569423
562	0.2330933383
563	0.2326845036
564	0.2324008331
565	0.2322407095
566	0.2321128809
567	0.2320184621
568	0.2318752441
569	0.231729297
570	0.2311180389
571	0.2308319422
572	0.2306952211
573	0.2305750412
574	0.2305308243
575	0.2302791166
576	0.2302384042
577	0.2300725292
578	0.2297862316
579	0.229588979
580	0.2293074509
581	0.229197386
582	0.229076268
583	0.2287478942
584	0.228613671
585	0.228300427
586	0.2277935925
587	0.2274488024
588	0.2273015656
589	0.2272295448
590	0.2270976083
591	0.2267584529
592	0.22653782
593	0.2261577003
594	0.2260230909
595	0.2256672402
596	0.2255136948
597	0.2254355295
598	0.2251995014
599	0.2249329552
600	0.2244937237
601	0.2243823469
602	0.2238674855
603	0.2237355537
604	0.2235814648
605	0.2232593921
606	0.2230921961
607	0.2229288286
608	0.2228244632
609	0.2227840745
610	0.2223445318
611	0.2220629627
612	0.2218498415
613	0.221654052
614	0.2215388537
615	0.2210225044
616	0.2210015543
617	0.2205659876
618	0.2204956218
619	0.2203129946
620	0.2200785124
621	0.219885008
622	0.219758887
623	0.219668656
624	0.2195499254
625	0.2192730106
626	0.2190213438
627	0.2188873334
628	0.2188299329
629	0.2188064881
630	0.2183770845
631	0.2181026974
632	0.2179792324
633	0.2176953552
634	0.2171825126
635	0.2171470933
636	0.2170316809
637	0.2166794715
638	0.216585156
639	0.2164448255
640	0.2163000834
641	0.2161654678
642	0.2156406077
643	0.2152153333
644	0.2150057453
645	0.2147595958
646	0.2146409022
647	0.2139068645
648	0.2136105299
649	0.2135068052
650	0.2131829571
651	0.2129740602
652	0.2128440749
653	0.2126836341
654	0.2125646449
655	0.2122598414
656	0.2121582847
657	0.2121378665
658	0.2120271662
659	0.2116089458
660	0.2113626069
661	0.2108947934
662	0.2104372388
663	0.2102954271
664	0.2100869588
665	0.2097199034
666	0.2093176721
667	0.2091621462
668	0.2089712232
669	0.2089158483
670	0.2087558236
671	0.2086575993
672	0.2082395612
673	0.2081031713
674	0.2080694262
675	0.2079586459
676	0.207872748
677	0.2074768461
678	0.2068754133
679	0.2068512578
680	0.2065152682
681	0.2060419442
682	0.2059922804
683	0.2058694884
684	0.2058337487
685	0.2057314819
686	0.2053835876
687	0.205067618
688	0.2047523219
689	0.2045565968
690	0.2044425481
691	0.2043887369
692	0.2041620146
693	0.2037797272
694	0.2035744169
695	0.2033828249
696	0.202833302
697	0.2027593643
698	0.2026348547
699	0.2022329942
700	0.201814202
701	0.2016693824
702	0.2015546938
703	0.2014367606
704	0.2009782448
705	0.2003747167
706	0.2003555591
707	0.2002117881
708	0.1996054675
709	0.1992542146
710	0.1988973307
711	0.1984959517
712	0.1983033852
713	0.1982766293
714	0.1977392562
715	0.1975689697
716	0.1972725148
717	0.1969633884
718	0.1969421202
719	0.1965579271
720	0.1964145319
721	0.1962077445
722	0.1958455847
723	0.1957232096
724	0.1957047088
725	0.1953827659
726	0.1953545546
727	0.1952805722
728	0.194997668
729	0.1946895744
730	0.1945531383
731	0.1945270623
732	0.1941088943
733	0.1938426774
734	0.1936878988
735	0.1935404789
736	0.1934256054
737	0.1931951908
738	0.1931687427
739	0.1930526988
740	0.1925689785
741	0.1925071417
742	0.1923013218
743	0.191916483
744	0.191504612
745	0.1914792131
746	0.1912367559
747	0.1909291794
748	0.1905899182
749	0.1905662475
750	0.1905457483
751	0.1905275764
752	0.190167507
753	0.1901383173
754	0.1895849374
755	0.1891332337
756	0.1887955625
757	0.1887780991
758	0.1883186727
759	0.1882545397
760	0.1880336173
761	0.187927095
762	0.1879125335
763	0.1877959223
764	0.187505701
765	0.1871818294
766	0.1868143515
767	0.1867037689
768	0.1863900389
769	0.1859203056
770	0.1856738957
771	0.1854894836
772	0.1853314744
773	0.1850090158
774	0.184794191
775	0.1847791994
776	0.1845010409
777	0.1844403776
778	0.184189651
779	0.1840622082
780	0.1836967851
781	0.1836826031
782	0.1834567242
783	0.1830964785
784	0.1827212811
785	0.1823492555
786	0.1822093256
787	0.1820700813
788	0.1816641137
789	0.1814608557
790	0.1812947693
791	0.1811290403
792	0.1811052346
793	0.1809637184
794	0.1807291561
795	0.1807113121
796	0.1805656982
797	0.1805455938
798	0.180274837
799	0.1800702088
800	0.179752306
801	0.1793647523
802	0.1792778992
803	0.1791703545
804	0.1789627425
805	0.1789306413
806	0.1789152531
807	0.178548294
808	0.1782853298
809	0.1778768916
810	0.1777010339
811	0.177261558
812	0.1772407493
813	0.177142939
814	0.1770737294
815	0.1770491774
816	0.1769439411
817	0.1766111981
818	0.1763283023
819	0.1759468846
820	0.1757037577
821	0.1756817949
822	0.1756634912
823	0.17550093
824	0.1754479116
825	0.175422344
826	0.175404551
827	0.1753175186
828	0.175225317
829	0.1750550862
830	0.174753212
831	0.1746746536
832	0.1741640674
833	0.1739789508
834	0.173544344
835	0.1733898478
836	0.1730748152
837	0.1729312297
838	0.1726594982
839	0.1725388466
840	0.1722277344
841	0.172200532
842	0.1718612076
843	0.1715467754
844	0.1715233505
845	0.1711586965
846	0.1709131132
847	0.1705442884
848	0.1705285604
849	0.1699542345
850	0.1695943877
851	0.1695728661
852	0.1693616782
853	0.1690523887
854	0.1686808647
855	0.1684879359
856	0.1682135528
857	0.1679939159
858	0.1679254829
859	0.1679086919
860	0.1677038958
861	0.167424191
862	0.1671654921
863	0.1671490291
864	0.1670966296
865	0.1666928364
866	0.1663783287
867	0.1662088193
868	0.1661812756
869	0.1659325188
870	0.1659130613
871	0.1657215462
872	0.1656753139
873	0.1654580473
874	0.1653244101
875	0.1650142825
876	0.1648181672
877	0.1644663484
878	0.1641925985
879	0.1641342937
880	0.1641203008
881	0.1641028552
882	0.1640825663
883	0.1639594142
884	0.1639487605
885	0.1636576367
886	0.1636176321
887	0.1634706006
888	0.1630893129
889	0.1628608946
890	0.1628401088
891	0.1625862243
892	0.1622259046
893	0.1619924794
894	0.1615535778
895	0.1614250605
896	0.1611965342
897	0.1609546694
898	0.160933603
899	0.1607698686
900	0.1604982683
901	0.1602318338
902	0.1600485708
903	0.1600348843
904	0.1599716645
905	0.1597345145
906	0.1594493411
907	0.1592193792
908	0.1591938797
909	0.1589731333
910	0.1587502268
911	0.1586421827
912	0.1582936702
913	0.1582790283
914	0.158081885
915	0.1580102425
916	0.1576507011
917	0.1576270862
918	0.1574903035
919	0.1574790174
920	0.1573396322
921	0.1573256677
922	0.1570112944
923	0.1567409325
924	0.1566301209
925	0.1566216245
926	0.1566094302
927	0.1565046335
928	0.1562837646
929	0.1561736434
930	0.1561214356
931	0.156046747
932	0.1558002972
933	0.1556691201
934	0.1554968002
935	0.1551323296
936	0.1549208898
937	0.1548334267
938	0.1547363089
939	0.1545074473
940	0.1542132493
941	0.1539799914
942	0.1537311423
943	0.1534446627
944	0.1532924372
945	0.1532831281
946	0.1532615968
947	0.1530401117
948	0.1530081266
949	0.1529231812
950	0.1526789971
951	0.1524056817
952	0.1522297569
953	0.1522188629
954	0.1520730113
955	0.1519889031
956	0.1517795493
957	0.1517697261
958	0.1515025156
959	0.151133752
960	0.1509704938
961	0.1509626539
962	0.1509392607
963	0.1508899195
964	0.1505938754
965	0.1503817352
966	0.1501035516
967	0.1500212458
968	0.1499196703
969	0.1496808318
970	0.1494515424
971	0.1492278883
972	0.1488574302
973	0.1488209811
974	0.1485220065
975	0.1483291592
976	0.1481118211
977	0.1478479818
978	0.1476913549
979	0.1474342576
980	0.147420658
981	0.1472597695
982	0.1468909619
983	0.1468146228
984	0.1465174641
985	0.1464571516
986	0.1463312662
987	0.1462704764
988	0.1462297552
989	0.145975695
990	0.1459549981
991	0.1457722016
992	0.1457054671
993	0.1454238368
994	0.1451130781
995	0.1447958832
996	0.1447850753
997	0.144721169
998	0.1446512347
999	0.1444540071
